periodo,proveedor,track_code,ambito,tipo_servicio,name,main_category,sub_category,category,alto,ancho,largo,peso_aforado,peso_fisico,peso_facturable,tarifa
202507,BoxFast,BFX48469041148X,3,24hs,ELTRON TURBO Imported Original Waterproof 100% Flexible Arrow Running Blinker Bright LED Indicators Universal For All Bike...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,92,42,22,28.34,23.52,28.34,11150
202507,BoxFast,BFX46260161800X,2,48hs,MAHABIR Footrest Stand Compatible For Scooter 450x & 450 Plus 3rd Generation Onwards,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,85,13,96,35.36,12.72,35.36,9000
202507,BoxFast,BFX43016849325X,3,72hs,RiderShine Waterproof Bike Body Cover for Meteor 350 - Black,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,44,42,13,08.01,23.29,23.29,6500
202507,BoxFast,BFX43387222060X,3,72hs,"Steelbird Soft Lycra Balaclava Most Suitable for Motorcycling, Running, Sports, Head And Face Cover",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,10,29,62,5.99,9.76,9.76,3700
202507,BoxFast,BFX43259858579X,2,72hs,"ARWY Vinyl Compass Car Bike Sticker, 0.11 x 18.89 x 13.38 Inches, White",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,117,3,50,5.85,16.98,16.98,4500
202507,BoxFast,BFX44810800282X,1,48hs,Vega Aster Dx Black Helmet-L,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,55,11,9,1.82,11.51,11.51,3600
202507,BoxFast,BFX44736642693X,1,24hs,PrimeBox unisex-adult Cap (Pack of 1) (GKFBA111M_Black_Free Size),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,108,41,11,16.24,5.71,16.24,5400
202507,BoxFast,BFX42223551765X,3,72hs,Axor Apex Venomous Dull Black Grey Helmet-XL,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,82,8,65,14.21,17.61,17.61,5600
202507,BoxFast,BFX46713797101X,1,72hs,MotoTrance ARC Red Scooty Cover - Honda Dio | With Storage Bag | Water Resistant | Dust and Heat Protection | Stripe Desig...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,94,69,50,108.1,22.55,108.1,10500
202507,BoxFast,BFX41850230214X,1,72hs,ROMEIZ - Two Wheeler - Scooty - Bike Cover for TVS Raider 125 New BS6 Cover with Water-Resistant and Dust Proof Premium 19...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,92,61,20,37.41,22.62,37.41,6000
202507,BoxFast,BFX42495153084X,2,24hs,STUDDS RAY Super Open FACE Helmet Black M,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,25,58,21,10.15,10.75,10.75,5600
202507,BoxFast,BFX44694406420X,3,48hs,"Autobrand Waterproof Bike Body Cover Two-Wheeler Protection Cover for Yamaha R15 v2,v3,v4(M) Black",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,45,15,98,22.05,15.61,22.05,7800
202507,BoxFast,BFX40620953360X,2,48hs,SKANDU-IMPORTED Chinese 60mm Heat Shrinkable Protection Sleeves For Fiber Optical Fusion Splicer Machine Splicing Telecom ...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,57,64,89,108.22,22.94,108.22,15750
202507,BoxFast,BFX45135932387X,3,24hs,"Ceat 102501 Zoom-Rad 140/60 R17 63P Tubeless Bike Tyre, Rear",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,61,52,75,79.3,1.73,79.3,24400
202507,BoxFast,BFX46521072572X,3,72hs,"GELRIDE Motorcycle Gel Seat Cushion for Two Wheeler Riders & Daily Commuter - Provides Support to Sit Bones, Tailbone and ...",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,7,32,101,7.54,2.25,7.54,3700
202507,BoxFast,BFX41387434966X,1,48hs,TVS Eurogrip Rib Stiffer Tube Tyre | Tube-Type Tyre For Scooter | For a Steady Grip and A Smooth Ride | Size: 2.75-18 42P ...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,67,2,13,0.58,11.35,11.35,3600
202507,BoxFast,BFX48639162899X,2,72hs,A4S AUTOMOTIVE & ACCESSORIES Presents Combo of Splendor Bike Plastic Grill Set With Pack Of 2 Handle Light For All Splendo...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,20,43,84,24.08,6.78,24.08,5250
202507,BoxFast,BFX44632745228X,3,48hs,Vega Jet Old School W/Visor Dull Black Red Helmet-L,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,90,64,92,176.64,11.3,176.64,19550
202507,BoxFast,BFX49104254146X,1,48hs,"Studds Nano Open Face Helmet (Red and Black, S)",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,83,4,28,3.1,2.9,3.1,2150
202507,BoxFast,BFX45881359215X,2,48hs,"TRP TRADERS 1 Pair of DC Waterproof, 12v LED Strobe Lights for Motorcycles , Flash Warning Brake Light Lamp 12v Spotlight ...",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,111,6,67,14.87,17.8,17.8,5400
202507,BoxFast,BFX46321539317X,2,24hs,ARYAN TRADING CO Front Visor for Hero Splendor(+) m. Blue(Pack of 1),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,90,32,93,89.28,20.19,89.28,19700
202507,BoxFast,BFX49555029922X,2,72hs,Vagary Winglet for Yamaha R15 V4/ R15 M Bike Fairing Kit (Black),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,45,42,75,47.25,23.78,47.25,9000
202507,BoxFast,BFX46059591340X,1,48hs,SELVIKE Motorcycle Adjustable Brake Clutch LEVERS Protector Brush Motorcycle PROGUARD System Guard CNC Lever Protector Gua...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,117,39,33,50.19,19.55,50.19,12600
202507,BoxFast,BFX40700825256X,1,48hs,ASR Ratchet (Pivot kit) Suitable for Vega Cliff and Cruiser Helmet Screw Side Fitting (Pair 1),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,50,35,82,47.83,11.95,47.83,8650
202507,BoxFast,BFX43862779295X,2,24hs,P4U Traders Speedometer Cover/Cap Compatible with Royal Enfield Reborn 350,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,40,22,93,27.28,28.05,28.05,9000
202507,BoxFast,BFX47879833961X,3,48hs,Brahmaji Helmet Holder | Helmet Hanger Keys Bikers Jacket Laptop Bag Gloves Hanger Wall mountable Umbrella Helmet Hanger H...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,109,6,6,1.31,21.82,21.82,7800
202507,BoxFast,BFX41866105582X,1,24hs,"NAVA PAVA Windshield Repair KitWindshield Repair Kit，Auto Glass Repair Kit for Fix Chip Scratch, Bulls-Eye, Star-Shaped an...",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,46,4,70,4.29,15.88,15.88,5400
202507,BoxFast,BFX45588413976X,1,24hs,BG Company Yamaha MT-15 Printed Eye Sticker Dragon Green,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,11,9,63,02.08,6.28,6.28,3600
202507,BoxFast,BFX48586530775X,3,72hs,"MRF Nylogrip Zapper FG 90/90-12 54J Tubeless SCOOTER Tyre, Front",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,57,56,47,50.01,19.5,50.01,16300
202507,BoxFast,BFX42070130739X,3,24hs,"Bergo Heavy Duty Cable Lock Anti-Theft Safety Lock with 3 Keys for Helmet, Cycle,& Bicycle Pack-1 (Black)",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,96,64,10,20.48,17.79,20.48,9750
202507,BoxFast,BFX40811670872X,3,72hs,Mtechnics HUNTER 350 LADIES FOOTREST | HUNTER 350 PILLION FOOTREST | LADIES FOOTREST FOR HUNTER 350 |,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,24,36,14,04.03,20.53,20.53,6500
202507,BoxFast,BFX40415942693X,1,72hs,Dhruv Creation Bike Body Cover for Honda Shine sp 125 (Blue),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,57,8,92,13.98,23.46,23.46,4200
202507,BoxFast,BFX43207275314X,3,72hs,Uno Minda SW-0639A-M01 Handle BAR Switch- Left Side - SELF Start For-YAMAHA-R-15 Version 2.0 / YZF-R15,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,17,34,100,19.27,27.46,27.46,7450
202507,BoxFast,BFX40798533952X,2,24hs,SINEX pulsar NS 200 Front Foot Rest Left+Right Both side pack of 2,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,83,79,53,115.84,28.48,115.84,19700
202507,BoxFast,BFX45885793823X,3,24hs,MRF LT 185 D14 SAVARI LUG N8 102/100K 8PR Tube Tyre (Rear ONLY),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,58,21,113,45.88,18.94,45.88,16750
202507,BoxFast,BFX40126431903X,1,24hs,"Ceat Milaze 3.00-17 50P Tubeless Bike Tyre, Rear (102975)",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,41,40,112,61.23,28.98,61.23,15750
202507,BoxFast,BFX46479252895X,3,24hs,"Ceat Milaze X3 155/65 R13 73T Tubeless Car Tyre, Black",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,29,44,82,34.88,27.35,34.88,12550
202507,BoxFast,BFX48193324695X,2,72hs,UNO Minda TL-6115 Tail Light Assembly for Yamaha RX 100,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,69,28,72,46.37,0.18,46.37,9000
202507,BoxFast,BFX40708942020X,1,24hs,Sage Square Adjustable Junior Helmet for Kids Baby Safety and Comfort (3-12 Years) (Green Glossy),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,81,36,116,112.75,19.16,112.75,15750
202507,BoxFast,BFX47509198256X,1,24hs,SGTB Motorcycle Bar End and Rear View Round Mirror Edge for Royal Enfield Bullet 350 500 Bajaj Pulsar 150 180 200 Ns or al...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,113,39,75,110.18,5.44,110.18,15750
202507,BoxFast,BFX44998806341X,1,72hs,Xcluma Mini 4.5-30V DC Digital Voltage Panel Red Digital LED Voltmeter Car Bike,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,54,39,113,79.33,8.93,79.33,10500
202507,BoxFast,BFX49169315485X,1,72hs,"Aarav Moto - TVS Raider New BS6 Bike Cover with dustproof and UV Protection 190 T Fabric (Yellow, Stripes) - A Suitable Bi...",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,21,58,118,47.91,9,47.91,7200
202507,BoxFast,BFX42315160277X,2,48hs,AUTOPOWERZ® Multicolor Colors LED Aircraft Strobe Exterior Lights Kit For Auto Motorbike Drone Bicycle USB Rechargeable Ba...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,101,47,27,42.72,14.55,42.72,9900
202507,BoxFast,BFX40343921405X,3,24hs,"MIZZEO Sunglass Holder for Car Visor, Sunglass Holder Clip Hanger, Eyeglass Mount (Pack of 1, Black) Compatible with Audi Q3",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,76,6,81,12.31,0.42,12.31,7000
202507,BoxFast,BFX42354865398X,2,24hs,KTM Oil & AirFilter Combo Kit for Duke/Rc 125/200/250/390cc BS6,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,85,2,89,05.04,7.15,7.15,4500
202507,BoxFast,BFX49214586858X,1,72hs,Bajaj Chetak Premium Seat Cover with Foam,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,13,34,100,14.73,0.97,14.73,3000
202507,BoxFast,BFX49374721790X,3,24hs,"Man Of Valour Multipurpose Helmet Holder | Wall Mount Helmet Hook for Helmet, Keys, Jacket, Bag | Jacket Laptop Bag Hanger...",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,39,73,45,42.7,19.55,42.7,15350
202507,BoxFast,BFX42332359191X,2,72hs,RACE COPZ PILLION LADIES FOOT REST YAMAHA MT 15 V2.0 (BLACK),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,93,4,104,12.9,26.69,26.69,6000
202507,BoxFast,BFX45876020152X,1,48hs,whackk Whizz Black Green Running Bag,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,101,7,61,14.38,29.93,29.93,5750
202507,BoxFast,BFX45896037285X,1,72hs,MYYNTI Bike Racing Gloves Riding Gloves Outdoor Sports Half Finger Camping Cycling Gloves Outdoor Gloves for Boys and Girl...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,53,55,49,47.61,13.51,47.61,7200
202507,BoxFast,BFX48695753045X,2,24hs,Shop & Buy Glass Indicator for Royal Enfield (Orange) - Set of 2,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,97,37,23,27.52,7.88,27.52,9000
202507,BoxFast,BFX46599118612X,1,24hs,Vega Storm Drift Dull Black Orange Helmet-L,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,102,20,42,28.56,25.61,28.56,7200
202507,BoxFast,BFX48246417975X,2,48hs,RiderShine 100% Waterproof Scooty Cover for Honda Grazia (Black),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,48,18,118,33.98,3.48,33.98,8100
202507,BoxFast,BFX41445266087X,2,48hs,Ignyte IGN-4 ISI / DOT Certified Double Visor Full Face Helmet Outer Anti-Fog Clear Visor and Inner Smoke Sun Shield,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,108,54,88,171.07,29.23,171.07,15750
202507,BoxFast,BFX43758646855X,2,48hs,"TENDSY Unisex Motorcycle Riding Bandana, Headband, Head Wrap, UV resistant, Biker Face Mask (Multicolor Print, Pack of 6 Pcs)",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,36,43,89,45.92,21.47,45.92,10800
202507,BoxFast,BFX40412085504X,1,48hs,"MRF Nylogrip Zapper-Y 80/100-18 54P Tubeless Bike Tyre, Rear",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,30,52,108,56.16,15.17,56.16,12600
202507,BoxFast,BFX44148046913X,3,48hs,"BISMAADH Head & Face Mask Cover Adjustable Breathable Balaclava-Wind, Dust, & Pollution Proof for Motorbike, Cycling & Ski...",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,83,24,35,23.24,2.99,23.24,7800
202507,BoxFast,BFX40177284821X,2,72hs,Uno Minda SW-0576 Handle BAR Switch- Right Side (SELF Start) for-Bajaj-Pulsar NS 200/ NS 160,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,77,43,81,89.4,0.64,89.4,13100
202507,BoxFast,BFX48117813245X,1,48hs,PrimeBox Men Soft Neoprance Fabric Reusable Motorcycle Riding Face Cover Skin Protection Balaclava Mask for Bikers UV Anti...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,18,69,48,19.87,16.38,19.87,4300
202507,BoxFast,BFX41418845925X,1,24hs,Casago CCQ8172 Anti-Theft Heavy Duty Helmet Luggage Secure Chain Lock with 2 Keys for Bike Motorcycle Bicycle (Black),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,101,27,103,93.63,12.47,93.63,15750
202507,BoxFast,BFX49844594264X,2,24hs,GARREGE GARREGE SUPIERIORITY Waterproof Cover with Piping Design Long Last All Weather Cover for Continental GT 650,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,25,33,54,14.85,25.3,25.3,9000
202507,BoxFast,BFX45544803013X,3,48hs,Royal Enfield Sun Down Full Face Helmet Matt Black L,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,97,14,104,47.08,19.3,47.08,13400
202507,BoxFast,BFX43373983147X,3,24hs,Grabndeals Hunter 350 / Hunter 350 New BS6 Two Wheeler Cover - Dustproof UV Protection 100% Waterproof Bike Body Cover (Bl...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,2,52,91,3.15,13.01,13.01,7000
202507,BoxFast,BFX42277414662X,3,48hs,Generic Bike Auto Accessories Steel Handle Mirrors Heavy Quality Round Shape Black for Royal Enfield All Model Bikes Like ...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,96,4,94,12.03,6.86,12.03,5600
202507,BoxFast,BFX47447767204X,2,48hs,AllExtreme EXHNL1R EL LED Helmet Light Strip with 3 Modes Flashing Night Bike Motorcycle Riding Signal Sticker (Red),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,95,21,112,74.48,14.46,74.48,15750
202507,BoxFast,BFX41943210173X,3,72hs,Yamaha Floor Mat for Fascino 125 FI (Y6A06MFMBL21),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,94,58,96,174.46,4.97,174.46,16300
202507,BoxFast,BFX47419969051X,3,24hs,PRO GYM Synthetic Active Sweat Wicking Bike Helmet Liner Cycling Skull Cap with Sun Protection and Mesh Cooling for Women ...,car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,81,3,42,3.4,20.04,20.04,9750
202507,BoxFast,BFX43944431998X,1,24hs,"Kuber Industries Men's & Women's Cotton Hand Summer Gloves for Protection from Sun Burn/Heat/Pollution (Pack Of-1 Pairs, B...",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,58,80,65,100.53,18.21,100.53,15750
202507,BoxFast,BFX41837974405X,1,24hs,PROJEKT MOTORRAD® Motorcycle Helmet Cover/Helmet Bag (Fits All Helmet Sizes),car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,85,33,59,55.16,24.32,55.16,15750
202507,BoxFast,BFX47613440487X,2,48hs,"RIZER Cycle Cable Lock, Helmet Lock, Self Coiling 4 Digit Number Combination Cable Bike Locks, Steel, Black",car & motorbike,Motorbike Accessories & Parts,Motorbike_accesories,34,33,12,4.49,13.54,13.54,4500
